LogiLink kontroler PCI-E 4x USB 3.0;"                                 <div class=""features"">         <header>Najważniejsze cechy:</header>         <ul>                             <li>                     złącza zewnętrzne : <span>4 x USB 3.0 </span>                 </li>                                 <li>                     standard : <span>USB 3.0 </span>                 </li>                                 <li>                     obsługiwane systemy operacyjne : <span>Windows 7 , Windows 8 , Windows 8.1 , Windows Vista , Windows XP </span>                 </li>                                 <li>                     maks. liczba urządzeń : <span>4 szt.</span>                 </li>                         </ul>         <a du-smooth-scroll="""" offset=""200"" href=""#p-content-specification"" class=""pretty""></a>     </div>                             ";84.90;https://static.komputronik.pl/product-picture/6/USB30ULGL-1.png;CzęściPC,Elektronika
LogiLink kontroler PCI-E 4x USB 3.0;"                                 <div class=""features"">         <header>Najważniejsze cechy:</header>         <ul>                             <li>                     złącza zewnętrzne : <span>4 x USB 3.0 </span>                 </li>                                 <li>                     standard : <span>USB 3.0 </span>                 </li>                                 <li>                     obsługiwane systemy operacyjne : <span>Windows 7 , Windows 8 , Windows 8.1 , Windows Vista , Windows XP </span>                 </li>                                 <li>                     maks. liczba urządzeń : <span>4 szt.</span>                 </li>                         </ul>         <a du-smooth-scroll="""" offset=""200"" href=""#p-content-specification"" class=""pretty""></a>     </div>                             ";84.90;https://static.komputronik.pl/product-picture/6/USB30ULGL-1.png;CzęściPC,Elektronika
LogiLink kontroler PCI USB 2.0 (UP-205) NEC;"                                 <div class=""features"">         <header>Najważniejsze cechy:</header>         <ul>                             <li>                     złącza zewnętrzne : <span>4 x USB 2.0 </span>                 </li>                                 <li>                     złącza wewnętrzne : <span>1 x USB 2.0 </span>                 </li>                                 <li>                     standard : <span>USB 2.0 </span>                 </li>                                 <li>                     obsługiwane systemy operacyjne : <span>Windows 2000 , Windows 2003 , Windows 7 , Windows 8.1 , Windows 98 , Windows 98SE , Windows Me , Windows Vista , Windows XP </span>                 </li>                                 <li>                     maks. transfer : <span>480 Mbps</span>                 </li>                         </ul>         <a du-smooth-scroll="""" offset=""200"" href=""#p-content-specification"" class=""pretty""></a>     </div>                             ";31.90;https://static.komputronik.pl/product-picture/6/USB2PCIUP205NEC-1.png;CzęściPC,Elektronika
LogiLink kontroler PCI-E 4x USB 3.0;"                                 <div class=""features"">         <header>Najważniejsze cechy:</header>         <ul>                             <li>                     złącza zewnętrzne : <span>4 x USB 3.0 </span>                 </li>                                 <li>                     standard : <span>USB 3.0 </span>                 </li>                                 <li>                     obsługiwane systemy operacyjne : <span>Windows 7 , Windows 8 , Windows 8.1 , Windows Vista , Windows XP </span>                 </li>                                 <li>                     maks. liczba urządzeń : <span>4 szt.</span>                 </li>                         </ul>         <a du-smooth-scroll="""" offset=""200"" href=""#p-content-specification"" class=""pretty""></a>     </div>                             ";84.90;https://static.komputronik.pl/product-picture/6/USB30ULGL-1.png;CzęściPC,Elektronika
LogiLink kontroler PCI USB 2.0 (UP-205) NEC;"                                 <div class=""features"">         <header>Najważniejsze cechy:</header>         <ul>                             <li>                     złącza zewnętrzne : <span>4 x USB 2.0 </span>                 </li>                                 <li>                     złącza wewnętrzne : <span>1 x USB 2.0 </span>                 </li>                                 <li>                     standard : <span>USB 2.0 </span>                 </li>                                 <li>                     obsługiwane systemy operacyjne : <span>Windows 2000 , Windows 2003 , Windows 7 , Windows 8.1 , Windows 98 , Windows 98SE , Windows Me , Windows Vista , Windows XP </span>                 </li>                                 <li>                     maks. transfer : <span>480 Mbps</span>                 </li>                         </ul>         <a du-smooth-scroll="""" offset=""200"" href=""#p-content-specification"" class=""pretty""></a>     </div>                             ";31.90;https://static.komputronik.pl/product-picture/6/USB2PCIUP205NEC-1.png;CzęściPC,Elektronika
4World PCI do Port Szeregowy Serial RS-232 x2;"                                 <div class=""features"">         <header>Najważniejsze cechy:</header>         <ul>                             <li>                     złącza zewnętrzne : <span>2 x COM </span>                 </li>                                 <li>                     standard : <span>RS-232 (COM) </span>                 </li>                                 <li>                     obsługiwane systemy operacyjne : <span>Windows 2000 , Windows 98SE , Windows Me , Windows XP </span>                 </li>                                 <li>                     maks. liczba urządzeń : <span>2 szt.</span>                 </li>                         </ul>         <a du-smooth-scroll="""" offset=""200"" href=""#p-content-specification"" class=""pretty""></a>     </div>                             ";2490;https://static.komputronik.pl/product-picture/6/KON4W3394-1.png;CzęściPC,Elektronika
LogiLink kontroler PCI-E 4x USB 3.0;"                                 <div class=""features"">         <header>Najważniejsze cechy:</header>         <ul>                             <li>                     złącza zewnętrzne : <span>4 x USB 3.0 </span>                 </li>                                 <li>                     standard : <span>USB 3.0 </span>                 </li>                                 <li>                     obsługiwane systemy operacyjne : <span>Windows 7 , Windows 8 , Windows 8.1 , Windows Vista , Windows XP </span>                 </li>                                 <li>                     maks. liczba urządzeń : <span>4 szt.</span>                 </li>                         </ul>         <a du-smooth-scroll="""" offset=""200"" href=""#p-content-specification"" class=""pretty""></a>     </div>                             ";84.90;https://static.komputronik.pl/product-picture/6/USB30ULGL-1.png;CzęściPC,Elektronika
LogiLink kontroler PCI USB 2.0 (UP-205) NEC;"                                 <div class=""features"">         <header>Najważniejsze cechy:</header>         <ul>                             <li>                     złącza zewnętrzne : <span>4 x USB 2.0 </span>                 </li>                                 <li>                     złącza wewnętrzne : <span>1 x USB 2.0 </span>                 </li>                                 <li>                     standard : <span>USB 2.0 </span>                 </li>                                 <li>                     obsługiwane systemy operacyjne : <span>Windows 2000 , Windows 2003 , Windows 7 , Windows 8.1 , Windows 98 , Windows 98SE , Windows Me , Windows Vista , Windows XP </span>                 </li>                                 <li>                     maks. transfer : <span>480 Mbps</span>                 </li>                         </ul>         <a du-smooth-scroll="""" offset=""200"" href=""#p-content-specification"" class=""pretty""></a>     </div>                             ";31.90;https://static.komputronik.pl/product-picture/6/USB2PCIUP205NEC-1.png;CzęściPC,Elektronika
4World PCI do Port Szeregowy Serial RS-232 x2;"                                 <div class=""features"">         <header>Najważniejsze cechy:</header>         <ul>                             <li>                     złącza zewnętrzne : <span>2 x COM </span>                 </li>                                 <li>                     standard : <span>RS-232 (COM) </span>                 </li>                                 <li>                     obsługiwane systemy operacyjne : <span>Windows 2000 , Windows 98SE , Windows Me , Windows XP </span>                 </li>                                 <li>                     maks. liczba urządzeń : <span>2 szt.</span>                 </li>                         </ul>         <a du-smooth-scroll="""" offset=""200"" href=""#p-content-specification"" class=""pretty""></a>     </div>                             ";2490;https://static.komputronik.pl/product-picture/6/KON4W3394-1.png;CzęściPC,Elektronika
Unitek kontroler PCI;"                                 <div class=""features"">         <header>Najważniejsze cechy:</header>         <ul>                             <li>                     złącza zewnętrzne : <span>1 x LPT </span>                 </li>                                 <li>                     standard : <span>LPT (DB25) </span>                 </li>                                 <li>                     obsługiwane systemy operacyjne : <span>DOS , MacOS X , Windows 2000 , Windows 7 , Windows Vista , Windows XP </span>                 </li>                         </ul>         <a du-smooth-scroll="""" offset=""200"" href=""#p-content-specification"" class=""pretty""></a>     </div>                             ";89.90;https://static.komputronik.pl/product-picture/6/KONTUNITPCIE1XPRMS-1.png;CzęściPC,Elektronika
